serial,sex,race,labforce,empstat,statefip,year
7461,1,100,0,0,6,2021
7462,1,100,1,36,6,2021
7462,2,100,1,36,6,2021
7463,2,200,2,21,6,2021
7464,2,100,2,10,6,2021
7464,1,100,2,10,6,2021
7465,2,100,2,12,6,2021
7466,2,100,2,10,6,2021
7467,2,100,2,10,6,2021
7467,1,100,2,10,6,2021
7467,2,100,0,0,6,2021
7467,2,100,2,10,6,2021
7467,1,100,2,10,6,2021
7468,1,100,2,10,6,2021
7468,2,100,2,10,6,2021
7468,2,100,0,0,6,2021
7468,1,100,0,0,6,2021
7468,1,100,2,10,6,2021
7469,2,651,1,36,6,2021
7470,2,651,2,10,6,2021
7470,1,651,2,21,6,2021
7470,1,651,0,0,6,2021
7470,2,651,1,36,6,2021
7471,2,100,2,10,6,2021
7471,1,100,0,0,6,2021
7471,1,100,1,34,6,2021
7471,1,100,2,10,6,2021
7473,1,100,2,10,6,2021
7473,2,100,2,10,6,2021
7473,1,100,0,0,6,2021
7473,2,100,0,0,6,2021
7473,1,100,1,34,6,2021
7473,1,100,0,0,6,2021
7475,1,100,2,10,6,2021
7475,2,100,2,10,6,2021
7475,2,100,1,34,6,2021
7476,1,100,2,10,6,2021
7477,1,100,2,21,6,2021
7477,1,100,2,10,6,2021
7479,1,100,2,10,6,2021
7479,2,100,2,10,6,2021
7480,2,200,2,10,6,2021
7480,1,200,2,10,6,2021
7480,1,200,2,21,6,2021
7480,2,200,2,10,6,2021
7481,2,100,2,10,6,2021
7481,1,100,2,10,6,2021
7482,1,100,1,36,6,2021
7483,2,100,1,36,6,2021
7483,1,100,1,36,6,2021
7484,2,100,1,34,6,2021
7484,1,100,2,10,6,2021
7484,2,100,0,0,6,2021
7484,2,100,1,34,6,2021
7484,1,100,2,10,6,2021
7484,1,100,0,0,6,2021
7484,1,100,0,0,6,2021
7484,2,100,0,0,6,2021
7484,2,100,0,0,6,2021
7485,1,100,2,10,6,2021
7485,2,100,1,34,6,2021
7485,2,100,0,0,6,2021
7485,1,100,0,0,6,2021
7485,1,100,1,34,6,2021
7486,2,100,2,10,6,2021
7486,2,100,0,0,6,2021
7486,1,100,2,10,6,2021
7487,1,100,1,32,6,2021
7487,2,100,2,10,6,2021
7487,1,100,0,0,6,2021
7487,2,100,2,10,6,2021
7487,2,100,0,0,6,2021
7487,2,100,0,0,6,2021
7488,2,100,2,10,6,2021
7488,1,100,2,10,6,2021
7489,2,100,2,10,6,2021
7489,1,100,2,10,6,2021
7489,1,100,2,10,6,2021
7491,2,100,1,32,6,2021
7492,2,100,1,34,6,2021
7492,1,100,2,10,6,2021
7492,1,100,0,0,6,2021
7493,1,100,2,10,6,2021
7494,1,100,2,10,6,2021
7497,1,651,2,10,6,2021
7497,2,651,1,34,6,2021
7497,2,651,1,36,6,2021
7497,1,651,2,10,6,2021
7498,1,100,2,12,6,2021
7498,2,100,2,10,6,2021
7499,2,100,2,10,6,2021
7499,1,100,2,10,6,2021
7500,1,100,1,36,6,2021
7500,2,100,1,36,6,2021
7501,1,651,2,10,6,2021
7501,2,651,2,10,6,2021
7503,2,651,1,36,6,2021
7503,1,651,1,36,6,2021
7504,1,100,2,21,6,2021
7505,1,100,2,10,6,2021
7505,2,100,1,34,6,2021
7506,1,100,2,10,6,2021
7506,2,100,2,10,6,2021
7506,1,100,0,0,6,2021
7506,1,100,0,0,6,2021
7506,2,100,0,0,6,2021
7509,2,651,1,36,6,2021
7509,2,651,2,10,6,2021
7510,2,651,2,10,6,2021
7510,1,100,2,21,6,2021
7510,2,803,2,12,6,2021
7510,2,803,2,10,6,2021
7510,2,803,2,10,6,2021
7511,1,100,1,36,6,2021
7511,2,100,1,36,6,2021
7511,1,100,2,10,6,2021
7512,1,100,2,10,6,2021
7512,2,100,2,10,6,2021
7513,1,100,1,36,6,2021
7514,2,100,1,36,6,2021
7514,1,100,2,10,6,2021
7515,1,100,1,36,6,2021
7515,2,100,1,36,6,2021
7516,2,100,1,34,6,2021
7516,1,100,2,10,6,2021
7516,2,100,0,0,6,2021
7516,1,100,0,0,6,2021
7516,2,100,0,0,6,2021
7517,2,100,1,34,6,2021
7517,1,100,2,10,6,2021
7517,2,100,0,0,6,2021
7517,1,100,0,0,6,2021
7517,1,100,0,0,6,2021
7517,2,100,0,0,6,2021
7517,1,100,0,0,6,2021
7518,1,100,2,10,6,2021
7518,2,100,2,10,6,2021
7523,1,100,1,34,6,2021
7525,2,100,2,12,6,2021
7528,1,100,2,10,6,2021
7528,2,100,2,10,6,2021
7532,1,100,2,10,6,2021
7532,2,100,2,10,6,2021
7532,1,100,0,0,6,2021
7532,2,100,0,0,6,2021
7533,2,651,2,10,6,2021
7533,2,651,2,10,6,2021
7534,2,651,2,10,6,2021
7534,1,651,2,21,6,2021
7534,1,651,0,0,6,2021
7534,2,651,0,0,6,2021
7534,1,651,0,0,6,2021
7535,2,651,1,34,6,2021
7535,2,651,2,10,6,2021
7536,1,100,2,10,6,2021
7537,1,100,1,36,6,2021
7537,2,100,1,36,6,2021
7538,1,100,1,36,6,2021
7538,2,100,1,36,6,2021
7540,2,100,1,36,6,2021
7541,1,100,2,10,6,2021
7541,2,100,1,36,6,2021
7543,1,100,0,1,6,2021
7543,2,100,0,1,6,2021
7543,1,100,0,0,6,2021
7543,1,100,1,34,6,2021
7543,1,100,1,34,6,2021
7544,1,100,1,36,6,2021
7544,2,100,1,36,6,2021
7545,1,100,1,36,6,2021
7546,1,100,2,10,6,2021
7546,2,100,2,21,6,2021
7546,1,100,0,0,6,2021
7546,2,100,0,0,6,2021
7548,2,200,2,10,6,2021
7548,1,200,0,0,6,2021
7548,2,200,1,34,6,2021
7549,1,802,1,36,6,2021
7549,2,100,1,36,6,2021
7550,1,100,2,10,6,2021
7551,1,100,1,34,6,2021
7552,1,100,2,10,6,2021
7552,2,100,2,10,6,2021
7552,1,100,2,10,6,2021
7553,1,100,2,10,6,2021
7553,2,100,2,10,6,2021
7553,2,100,0,0,6,2021
7556,1,100,2,10,6,2021
7556,2,100,1,34,6,2021
7556,2,100,1,34,6,2021
7556,1,100,1,34,6,2021
7558,2,100,1,36,6,2021
7559,1,100,2,10,6,2021
7559,2,100,2,10,6,2021
7560,1,100,2,10,6,2021
7561,1,100,1,36,6,2021
7561,2,100,1,36,6,2021
7561,2,100,2,10,6,2021
7561,1,100,2,10,6,2021
7562,2,100,1,36,6,2021
7562,2,100,0,0,6,2021
7562,1,100,1,34,6,2021
7562,2,100,2,10,6,2021
7563,1,100,1,32,6,2021
7565,2,651,1,34,6,2021
7565,1,651,2,10,6,2021
7565,2,651,0,0,6,2021
7565,1,651,0,0,6,2021
7566,1,100,1,36,6,2021
7567,2,100,2,21,6,2021
7567,1,100,2,10,6,2021
7567,2,100,0,0,6,2021
7568,1,100,2,10,6,2021
7568,2,100,2,10,6,2021
7568,1,100,1,34,6,2021
7568,2,100,1,34,6,2021
7568,2,100,2,10,6,2021
7568,2,100,2,10,6,2021
7568,1,100,0,0,6,2021
7568,2,100,0,0,6,2021
7568,1,100,1,32,6,2021
7570,1,100,2,21,6,2021
7570,2,100,2,10,6,2021
7570,2,100,1,34,6,2021
7571,1,100,2,21,6,2021
7572,1,100,1,36,6,2021
7572,2,100,1,36,6,2021
7573,2,100,2,12,6,2021
7573,1,100,1,32,6,2021
7573,1,100,2,10,6,2021
7574,1,651,2,10,6,2021
7574,1,651,1,36,6,2021
7574,2,651,1,36,6,2021
7574,2,651,2,10,6,2021
7574,2,651,1,34,6,2021
7574,1,651,2,10,6,2021
7575,1,100,2,10,6,2021
7575,2,100,2,10,6,2021
7575,1,100,0,0,6,2021
7575,2,100,0,0,6,2021
7576,2,651,2,10,6,2021
7576,2,651,2,10,6,2021
7576,1,651,2,10,6,2021
7578,2,100,2,10,6,2021
7578,1,100,2,10,6,2021
7578,1,100,0,0,6,2021
7578,2,100,2,10,6,2021
7578,2,100,2,10,6,2021
7578,1,100,2,10,6,2021
7579,1,100,2,12,6,2021
7580,1,100,2,10,6,2021
7580,2,100,2,10,6,2021
7580,1,100,0,0,6,2021
7580,2,100,0,0,6,2021
7581,2,100,1,36,6,2021
7582,2,100,2,10,6,2021
7582,1,100,2,10,6,2021
7582,2,100,0,0,6,2021
7582,1,100,0,0,6,2021
7582,1,100,1,34,6,2021
7583,2,651,2,10,6,2021
7583,1,651,2,10,6,2021
7583,1,651,0,0,6,2021
7583,2,651,0,0,6,2021
7583,2,651,1,34,6,2021
7584,2,100,1,34,6,2021
7584,1,100,2,10,6,2021
7584,1,100,0,0,6,2021
7584,2,100,0,0,6,2021
7584,1,100,1,34,6,2021
7585,2,651,2,10,6,2021
7585,1,651,1,34,6,2021
7585,2,651,0,0,6,2021
7585,1,651,0,0,6,2021
7587,2,651,2,10,6,2021
7589,1,651,2,10,6,2021
7590,1,100,1,32,6,2021
7590,2,100,2,12,6,2021
7590,2,100,2,10,6,2021
7590,1,100,1,34,6,2021
7591,1,100,1,36,6,2021
7591,2,100,2,12,6,2021
7593,1,100,1,36,6,2021
7593,2,100,1,34,6,2021
7593,1,100,1,32,6,2021
7593,1,100,1,34,6,2021
7594,2,100,1,34,6,2021
7595,2,100,2,10,6,2021
7596,1,100,1,36,6,2021
7597,2,100,2,10,6,2021
7597,1,100,2,10,6,2021
7597,2,100,2,10,6,2021
7598,1,100,2,10,6,2021
7598,2,651,2,10,6,2021
7598,1,803,0,0,6,2021
7598,2,803,0,0,6,2021
7599,2,100,1,36,6,2021
7599,1,100,1,36,6,2021
7600,2,100,1,34,6,2021
7600,1,100,0,0,6,2021
7600,1,100,0,0,6,2021
7600,1,100,0,0,6,2021
7600,2,100,1,34,6,2021
7601,2,100,2,10,6,2021
7601,2,100,1,34,6,2021
7602,2,100,2,10,6,2021
7603,1,100,2,10,6,2021
7603,2,100,1,36,6,2021
7604,2,100,2,10,6,2021
7604,2,100,2,10,6,2021
7604,2,100,2,10,6,2021
7605,2,100,2,10,6,2021
7605,2,100,0,0,6,2021
7605,1,100,2,10,6,2021
7605,1,100,2,10,6,2021
7605,1,100,0,0,6,2021
7605,2,100,2,10,6,2021
7606,2,651,2,10,6,2021
7607,1,100,2,21,6,2021
7607,2,100,1,36,6,2021
7608,2,100,1,34,6,2021
7608,1,100,2,10,6,2021
7608,1,100,0,0,6,2021
7608,2,100,0,0,6,2021
7609,1,100,2,10,6,2021
7609,2,100,1,34,6,2021
7609,2,100,0,0,6,2021
7609,1,100,0,0,6,2021
7611,1,100,2,10,6,2021
7611,2,100,2,12,6,2021
7611,2,100,0,0,6,2021
7611,2,100,0,0,6,2021
7612,1,651,1,36,6,2021
7613,1,100,1,36,6,2021
7613,2,100,1,36,6,2021
7613,2,100,2,10,6,2021
7613,2,100,2,10,6,2021
7614,1,100,2,10,6,2021
7614,2,100,2,10,6,2021
7615,1,100,1,36,6,2021
7615,2,651,2,10,6,2021
7616,1,100,2,10,6,2021
7616,2,100,1,34,6,2021
7616,2,100,0,0,6,2021
7618,1,100,2,10,6,2021
7618,2,100,1,34,6,2021
7618,2,100,1,34,6,2021
7619,1,100,2,10,6,2021
7620,1,100,1,36,6,2021
7621,2,100,1,36,6,2021
7621,1,100,1,36,6,2021
7622,1,100,2,10,6,2021
7624,2,100,1,36,6,2021
7625,2,100,1,36,6,2021
7625,1,100,1,36,6,2021
7626,2,651,2,10,6,2021
7626,2,651,0,0,6,2021
7626,1,651,0,0,6,2021
7626,2,651,1,34,6,2021
7627,1,100,2,12,6,2021
7627,2,100,1,34,6,2021
7627,1,100,0,0,6,2021
7627,2,100,2,10,6,2021
7630,1,200,1,36,6,2021
7630,2,200,1,36,6,2021
7632,1,100,2,10,6,2021
7632,2,100,1,32,6,2021
7632,2,100,0,0,6,2021
7634,1,100,2,12,6,2021
7634,2,100,2,10,6,2021
7635,2,200,2,10,6,2021
7635,2,200,2,10,6,2021
7636,2,651,2,12,6,2021
7638,2,100,1,36,6,2021
7639,1,100,2,10,6,2021
7640,2,100,1,36,6,2021
7642,1,100,2,10,6,2021
7642,2,100,2,10,6,2021
7642,1,100,2,10,6,2021
7643,2,100,1,34,6,2021
7643,1,100,2,10,6,2021
7643,2,100,0,0,6,2021
7643,2,100,0,0,6,2021
7644,2,100,2,10,6,2021
7645,2,651,1,36,6,2021
7646,1,100,2,10,6,2021
7647,1,100,2,10,6,2021
7647,1,100,1,34,6,2021
7647,1,100,2,10,6,2021
7649,1,651,2,10,6,2021
7650,2,651,2,10,6,2021
7650,2,651,2,10,6,2021
7650,1,651,2,10,6,2021
7651,2,100,1,36,6,2021
7651,2,100,2,12,6,2021
7651,2,100,2,12,6,2021
7651,1,100,2,10,6,2021
7651,2,100,2,10,6,2021
7652,2,100,2,10,6,2021
7653,1,100,2,10,6,2021
7653,2,100,1,34,6,2021
7653,2,100,1,34,6,2021
7653,1,100,0,0,6,2021
7653,1,100,0,0,6,2021
7654,2,200,2,10,6,2021
7654,2,100,2,10,6,2021
7655,2,100,1,34,6,2021
7655,2,100,0,0,6,2021
7655,1,100,0,0,6,2021
7655,2,100,2,10,6,2021
7655,1,100,2,10,6,2021
7658,2,100,1,36,6,2021
7658,1,100,1,36,6,2021
7659,1,100,1,36,6,2021
7659,2,100,1,36,6,2021
7660,1,100,2,10,6,2021
7660,2,100,2,10,6,2021
7661,2,100,1,36,6,2021
7661,1,100,1,36,6,2021
7662,1,100,2,10,6,2021
7662,2,100,2,10,6,2021
7663,1,651,2,10,6,2021
7663,2,651,2,10,6,2021
7664,2,651,1,36,6,2021
7664,2,651,1,36,6,2021
7666,1,651,2,10,6,2021
7666,2,651,1,34,6,2021
7668,2,100,2,10,6,2021
7668,1,100,2,10,6,2021
7668,1,100,0,0,6,2021
7668,2,100,1,34,6,2021
7670,1,100,2,10,6,2021
7670,2,100,2,10,6,2021
7671,2,802,2,10,6,2021
7671,1,802,2,10,6,2021
7671,1,802,2,10,6,2021
7671,2,802,2,10,6,2021
7672,2,651,1,36,6,2021
7672,1,651,1,36,6,2021
7673,2,100,2,10,6,2021
7673,1,100,1,34,6,2021
7673,1,100,2,10,6,2021
7674,1,100,2,10,6,2021
7674,2,100,2,10,6,2021
7678,1,200,2,12,6,2021
7679,2,651,1,36,6,2021
7680,2,100,1,36,6,2021
7680,2,100,2,21,6,2021
7681,1,100,2,10,6,2021
7681,2,100,1,36,6,2021
7681,2,100,2,21,6,2021
7681,1,100,2,10,6,2021
7681,1,100,2,10,6,2021
7682,1,100,2,21,6,2021
7682,2,100,1,32,6,2021
7682,2,100,0,0,6,2021
7682,2,100,2,21,6,2021
7682,1,100,2,21,6,2021
7683,2,100,2,21,6,2021
7683,1,100,1,34,6,2021
7684,1,100,1,36,6,2021
7685,1,651,2,10,6,2021
7685,2,651,1,34,6,2021
7685,2,651,1,36,6,2021
7685,1,651,1,36,6,2021
7686,1,100,2,10,6,2021
7686,2,100,2,10,6,2021
7687,2,100,2,10,6,2021
7687,1,100,2,10,6,2021
7688,2,100,1,34,6,2021
7688,1,100,2,10,6,2021
7688,2,100,0,0,6,2021
7688,1,100,0,0,6,2021
7688,1,100,0,0,6,2021
7689,2,100,1,32,6,2021
7689,1,100,2,21,6,2021
7689,2,100,0,0,6,2021
7689,2,100,0,0,6,2021
7690,1,100,2,10,6,2021
7690,1,100,2,21,6,2021
7690,2,100,2,21,6,2021
7691,1,100,2,10,6,2021
7696,1,100,0,1,6,2021
7696,2,100,2,10,6,2021
7696,1,100,0,1,6,2021
7697,2,100,2,10,6,2021
7698,1,100,2,10,6,2021
7698,2,100,2,10,6,2021
7698,2,100,0,0,6,2021
7699,2,100,1,36,6,2021
7699,1,100,1,36,6,2021
7701,2,651,2,10,6,2021
7701,1,651,2,10,6,2021
7701,1,651,0,0,6,2021
7702,2,100,2,10,6,2021
7704,1,100,2,10,6,2021
7704,2,100,2,10,6,2021
7706,1,100,2,10,6,2021
7706,2,100,1,34,6,2021
7706,2,100,1,34,6,2021
7706,2,100,1,34,6,2021
7707,1,100,2,10,6,2021
7707,2,100,1,34,6,2021
7707,2,100,2,10,6,2021
7707,2,100,2,10,6,2021
7707,2,100,2,10,6,2021
7707,1,100,0,0,6,2021
7707,1,100,0,0,6,2021
7707,1,100,2,10,6,2021
7708,2,200,2,10,6,2021
7708,1,200,0,0,6,2021
7708,1,100,0,1,6,2021
7708,2,100,0,1,6,2021
7710,2,100,2,10,6,2021
7710,2,100,2,10,6,2021
7711,2,100,1,36,6,2021
7711,1,100,1,36,6,2021
7712,2,100,2,10,6,2021
7712,2,100,0,0,6,2021
7713,2,100,2,10,6,2021
7713,2,100,0,0,6,2021
7713,1,100,0,0,6,2021
7713,2,100,0,0,6,2021
7714,1,100,2,10,6,2021
7715,1,100,2,10,6,2021
7716,2,100,1,36,6,2021
7717,2,100,2,10,6,2021
7717,1,100,2,10,6,2021
7717,1,100,0,0,6,2021
7717,2,100,1,36,6,2021
7719,2,100,2,10,6,2021
7719,1,100,2,10,6,2021
7720,2,100,2,10,6,2021
7720,1,100,2,10,6,2021
7720,2,100,0,0,6,2021
7720,2,100,0,0,6,2021
7720,1,100,1,34,6,2021
7721,2,100,2,10,6,2021
7721,1,100,2,12,6,2021
7721,2,100,0,0,6,2021
7721,2,100,1,34,6,2021
7723,2,100,1,36,6,2021
7723,1,100,2,10,6,2021
7723,2,300,2,10,6,2021
7723,2,100,2,10,6,2021
7724,1,100,1,36,6,2021
7727,2,100,1,36,6,2021
7727,1,200,2,10,6,2021
7729,2,100,1,36,6,2021
7730,1,100,2,10,6,2021
7731,1,100,2,10,6,2021
7731,2,100,2,10,6,2021
7731,1,100,0,0,6,2021
7733,1,100,2,10,6,2021
7733,2,100,1,36,6,2021
7733,2,100,1,36,6,2021
7734,1,100,1,34,6,2021
7734,2,100,2,10,6,2021
7735,1,651,1,34,6,2021
7735,1,651,1,36,6,2021
7735,2,651,1,36,6,2021
7736,1,100,1,36,6,2021
7736,1,100,1,36,6,2021
7737,2,100,2,10,6,2021
7738,1,100,2,10,6,2021
7738,1,100,2,10,6,2021
7738,2,100,1,34,6,2021
7738,2,100,1,34,6,2021
7738,1,100,2,21,6,2021
7738,1,100,1,34,6,2021
7739,2,801,1,36,6,2021
7739,2,801,2,10,6,2021
7739,1,801,1,32,6,2021
7740,2,100,1,36,6,2021
7740,2,100,1,36,6,2021
7741,1,100,2,10,6,2021
7741,2,100,1,34,6,2021
7741,1,100,2,21,6,2021
7742,1,100,1,36,6,2021
7742,2,100,1,36,6,2021
7743,1,100,1,36,6,2021
7743,1,100,1,32,6,2021
7744,1,100,2,10,6,2021
7744,2,100,1,36,6,2021
7745,2,100,1,34,6,2021
7745,1,100,2,10,6,2021
7745,1,100,0,0,6,2021
7745,2,100,0,0,6,2021
7745,1,100,1,34,6,2021
7747,1,200,1,36,6,2021
7749,2,100,2,10,6,2021
7750,1,100,1,36,6,2021
7751,2,100,2,12,6,2021
7751,1,100,2,10,6,2021
7751,1,100,0,0,6,2021
7751,2,100,0,0,6,2021
7751,2,100,0,0,6,2021
7751,2,100,0,0,6,2021
7752,2,100,2,21,6,2021
7752,1,100,2,21,6,2021
7752,2,100,0,0,6,2021
7752,2,100,1,34,6,2021
7754,2,100,2,10,6,2021
7754,2,100,2,10,6,2021
7754,1,100,1,34,6,2021
7755,2,100,2,10,6,2021
7756,2,100,2,10,6,2021
7756,1,100,2,10,6,2021
7756,1,100,0,0,6,2021
7756,2,100,0,0,6,2021
7757,2,100,2,10,6,2021
7758,2,100,2,10,6,2021
7758,1,100,2,10,6,2021
7759,2,651,1,34,6,2021
7759,1,651,2,10,6,2021
7759,2,651,2,10,6,2021
7759,2,651,2,10,6,2021
7761,2,651,2,10,6,2021
7761,1,100,2,10,6,2021
7761,1,803,0,0,6,2021
7761,1,803,0,0,6,2021
7762,1,100,1,36,6,2021
7762,2,100,1,36,6,2021
7763,1,100,2,10,6,2021
7763,2,100,2,10,6,2021
7764,1,100,2,10,6,2021
7764,2,100,2,12,6,2021
7764,2,100,0,0,6,2021
7764,1,100,2,22,6,2021
7764,1,100,1,34,6,2021
7766,1,651,1,36,6,2021
7766,2,651,2,10,6,2021
7766,2,651,2,10,6,2021
7766,2,651,0,0,6,2021
7766,1,100,2,10,6,2021
7767,1,100,2,10,6,2021
7767,2,100,1,36,6,2021
7768,1,100,1,36,6,2021
7768,2,100,1,36,6,2021
7768,2,100,1,32,6,2021
7770,1,651,2,10,6,2021
7770,2,651,1,34,6,2021
7771,1,100,2,10,6,2021
7771,1,100,2,10,6,2021
7772,1,200,2,21,6,2021
7772,2,801,2,10,6,2021
7772,2,801,0,0,6,2021
7772,2,801,0,0,6,2021
7772,1,801,0,0,6,2021
7772,1,801,1,34,6,2021
7773,1,651,2,10,6,2021
7773,2,651,2,10,6,2021
7773,2,651,0,0,6,2021
7773,2,651,0,0,6,2021
7773,1,651,2,10,6,2021
7773,2,651,2,10,6,2021
7773,1,651,2,10,6,2021
7773,1,651,2,10,6,2021
7773,2,651,2,10,6,2021
7774,1,651,2,10,6,2021
7774,1,651,2,21,6,2021
7775,1,100,2,10,6,2021
7777,1,100,2,10,6,2021
7777,2,652,2,10,6,2021
7778,2,651,2,10,6,2021
7778,2,651,1,34,6,2021
7778,1,651,1,34,6,2021
7779,1,100,1,34,6,2021
7779,1,100,2,10,6,2021
7780,1,100,2,10,6,2021
7781,1,651,1,36,6,2021
7781,2,651,1,36,6,2021
7782,1,100,1,36,6,2021
7783,1,100,2,10,6,2021
7785,2,300,1,34,6,2021
7785,2,300,2,10,6,2021
7785,1,300,1,34,6,2021
7785,1,300,1,34,6,2021
7785,1,300,2,10,6,2021
7785,2,300,0,0,6,2021
7785,2,300,1,34,6,2021
7786,1,100,1,36,6,2021
7786,2,100,1,34,6,2021
7788,1,100,2,10,6,2021
7788,2,100,1,34,6,2021
7788,1,100,0,0,6,2021
7789,1,100,1,32,6,2021
7789,2,100,1,36,6,2021
7790,1,100,2,10,6,2021
7790,2,100,2,10,6,2021
7790,2,100,0,0,6,2021
7791,2,100,2,10,6,2021
7792,1,100,1,36,6,2021
7793,2,651,2,10,6,2021
7793,1,651,2,10,6,2021
7794,2,100,1,34,6,2021
7794,1,100,2,10,6,2021
7794,1,100,0,0,6,2021
7794,2,100,0,0,6,2021
7795,2,100,2,10,6,2021
7795,1,100,0,1,6,2021
7799,2,100,1,34,6,2021
7799,1,100,2,21,6,2021
7799,2,100,0,0,6,2021
7799,1,100,1,34,6,2021
7799,2,100,2,10,6,2021
7800,2,100,1,36,6,2021
7800,1,100,1,36,6,2021
7802,1,200,2,10,6,2021
7803,1,100,1,36,6,2021
7803,2,100,1,36,6,2021
7803,1,100,2,10,6,2021
7805,1,651,2,10,6,2021
7805,2,651,1,34,6,2021
7806,1,100,2,10,6,2021
7806,2,100,1,34,6,2021
7806,2,100,0,0,6,2021
7807,1,100,2,10,6,2021
7807,2,100,1,36,6,2021
7808,2,100,1,36,6,2021
7808,1,100,1,36,6,2021
7809,1,100,2,10,6,2021
7809,2,100,2,10,6,2021
7811,2,100,2,10,6,2021
7811,2,200,2,10,6,2021
7813,2,100,2,10,6,2021
7813,1,100,2,10,6,2021
7813,2,100,1,34,6,2021
7813,2,100,1,34,6,2021
7814,1,100,2,10,6,2021
7814,2,651,1,34,6,2021
7814,1,803,0,0,6,2021
7814,2,803,0,0,6,2021
7816,1,651,1,36,6,2021
7816,2,651,1,36,6,2021
7817,2,651,1,36,6,2021
7817,1,651,2,10,6,2021
7817,2,100,2,10,6,2021
7818,1,100,1,36,6,2021
7818,2,100,1,36,6,2021
7818,1,100,2,10,6,2021
7819,1,100,2,10,6,2021
7819,1,100,2,10,6,2021
7819,1,100,2,10,6,2021
7819,1,100,2,10,6,2021
7820,1,651,2,10,6,2021
7820,2,651,2,10,6,2021
7820,1,651,0,0,6,2021
7820,2,651,0,0,6,2021
7821,2,100,1,34,6,2021
7821,1,100,2,10,6,2021
7821,1,100,0,0,6,2021
7821,2,100,0,0,6,2021
7822,2,100,2,10,6,2021
7822,1,100,1,34,6,2021
7822,2,100,0,0,6,2021
7822,1,100,0,0,6,2021
7823,2,100,1,34,6,2021
7823,2,100,2,10,6,2021
7823,1,100,0,0,6,2021
7823,1,100,0,0,6,2021
7823,1,100,2,10,6,2021
7824,2,100,2,10,6,2021
7825,2,100,1,36,6,2021
7825,1,100,1,36,6,2021
7826,2,100,1,36,6,2021
7827,2,100,1,32,6,2021
7828,1,100,2,10,6,2021
7828,2,100,2,10,6,2021
7829,1,100,1,34,6,2021
7829,2,100,2,10,6,2021
7832,1,651,2,10,6,2021
7832,2,651,1,34,6,2021
7832,1,651,0,0,6,2021
7832,1,651,0,0,6,2021
7832,1,651,0,0,6,2021
7832,2,651,1,36,6,2021
7833,1,652,2,10,6,2021
7833,2,651,2,10,6,2021
7833,1,651,0,0,6,2021
7833,2,652,0,0,6,2021
7833,1,651,0,0,6,2021
7833,1,651,0,0,6,2021
7834,2,100,2,10,6,2021
7834,1,100,2,10,6,2021
7838,1,100,2,10,6,2021
7838,2,100,2,10,6,2021
7838,2,100,0,0,6,2021
7838,2,100,0,0,6,2021
7839,1,100,0,1,6,2021
7839,2,100,2,21,6,2021
7840,1,100,2,12,6,2021
7840,2,100,1,36,6,2021
7840,1,100,1,36,6,2021
7840,1,100,2,21,6,2021
7841,1,100,2,10,6,2021
7841,2,651,2,10,6,2021
7841,1,100,0,0,6,2021
7841,1,100,2,21,6,2021
7842,2,100,2,10,6,2021
7842,1,100,1,36,6,2021
7842,2,100,1,36,6,2021
7842,2,100,1,36,6,2021
7844,2,651,1,34,6,2021
7844,1,100,2,10,6,2021
7844,2,100,0,0,6,2021
7844,2,100,2,10,6,2021
7845,1,100,2,10,6,2021
7845,2,100,2,10,6,2021
7845,2,100,0,0,6,2021
7845,1,100,0,0,6,2021
7846,1,100,2,10,6,2021
7846,2,100,1,36,6,2021
7848,2,100,2,22,6,2021
7848,1,100,2,21,6,2021
7848,2,100,0,0,6,2021
7848,1,100,0,0,6,2021
7848,1,100,0,0,6,2021
7848,1,100,0,0,6,2021
7848,2,100,0,0,6,2021
7850,1,651,2,10,6,2021
7850,2,651,2,10,6,2021
7850,2,651,0,0,6,2021
7850,2,651,2,10,6,2021
7852,1,100,1,36,6,2021
7853,2,651,2,10,6,2021
7853,2,651,0,0,6,2021
7853,1,651,1,34,6,2021
7853,1,651,2,10,6,2021
7853,2,651,2,10,6,2021
7854,1,651,2,12,6,2021
7855,1,100,2,12,6,2021
7855,2,100,2,21,6,2021
7855,1,100,1,34,6,2021
7855,1,100,1,34,6,2021
7856,1,100,2,21,6,2021
7856,2,100,1,34,6,2021
7860,1,651,2,10,6,2021
7860,2,651,2,10,6,2021
7861,2,100,1,36,6,2021
7861,1,100,1,36,6,2021
7861,1,100,2,10,6,2021
7863,2,100,2,10,6,2021
7863,2,100,2,10,6,2021
7863,2,100,2,10,6,2021
7866,1,100,2,10,6,2021
7866,2,100,2,10,6,2021
7867,2,100,2,10,6,2021
7867,1,802,1,34,6,2021
7867,2,802,2,10,6,2021
7869,1,100,2,10,6,2021
7869,2,100,2,10,6,2021
7870,1,100,1,36,6,2021
7870,2,100,1,36,6,2021
7871,2,100,2,10,6,2021
7871,1,100,2,10,6,2021
7871,1,100,0,0,6,2021
7871,2,100,0,0,6,2021
7871,1,100,0,0,6,2021
7871,1,100,0,0,6,2021
7871,2,100,1,34,6,2021
7872,1,100,2,12,6,2021
7872,2,100,2,10,6,2021
7873,2,100,2,10,6,2021
7873,1,100,1,34,6,2021
7874,2,100,2,10,6,2021
7875,2,100,1,34,6,2021
7875,1,100,2,10,6,2021
7877,2,100,2,10,6,2021
7878,1,651,2,10,6,2021
7878,2,651,2,10,6,2021
7878,1,651,2,10,6,2021
7880,2,100,1,36,6,2021
